"","stat","year","chla_mean","lon","lat"
"648",64,2002,12.75,-82.683296,27.979401
"649",64,2004,7,-82.683296,27.979401
"650",64,2005,31,-82.683296,27.979401
"651",64,2009,6.33333333333333,-82.683296,27.979401
"652",64,2010,8,-82.683296,27.979401
"653",64,2011,10,-82.683296,27.979401
"654",64,2012,6,-82.683296,27.979401
"655",64,2013,7.5,-82.683296,27.979401
"656",64,2014,13.3333333333333,-82.683296,27.979401
"657",64,2015,10,-82.683296,27.979401
"658",65,1974,17,-82.694298,27.945601
"659",65,1975,25.1538461538462,-82.694298,27.945601
"660",65,1976,20,-82.694298,27.945601
"661",65,1978,13,-82.694298,27.945601
"662",65,1980,23,-82.694298,27.945601
"663",65,1984,15,-82.694298,27.945601
"664",65,1985,20,-82.694298,27.945601
"665",65,1989,14,-82.694298,27.945601
"666",65,2002,20,-82.694298,27.945601
"667",65,2004,6,-82.694298,27.945601
"668",65,2005,17,-82.694298,27.945601
"669",65,2006,18,-82.694298,27.945601
"670",65,2007,15,-82.694298,27.945601
"671",65,2011,9,-82.694298,27.945601
"672",65,2013,18.5,-82.694298,27.945601
"673",65,2014,6,-82.694298,27.945601
"674",65,2015,19.5,-82.694298,27.945601
"675",65,2016,20.5,-82.694298,27.945601
"676",66,1974,14.7272727272727,-82.639702,27.927799
"677",66,1975,14.1538461538462,-82.639702,27.927799
"678",66,1976,2,-82.639702,27.927799
"679",66,1977,5.5,-82.639702,27.927799
"680",66,1978,9,-82.639702,27.927799
"681",66,1981,21.3333333333333,-82.639702,27.927799
"682",66,1982,5,-82.639702,27.927799
"683",66,1985,7,-82.639702,27.927799
"684",66,1986,14,-82.639702,27.927799
"685",66,1987,5.75,-82.639702,27.927799
"686",66,1989,4,-82.639702,27.927799
"687",66,2002,9,-82.639702,27.927799
"688",66,2005,3,-82.639702,27.927799
"689",66,2007,5,-82.639702,27.927799
"690",66,2008,2,-82.639702,27.927799
"691",66,2009,24.5,-82.639702,27.927799
"692",66,2010,7,-82.639702,27.927799
"693",66,2012,10,-82.639702,27.927799
"694",66,2013,24,-82.639702,27.927799
"695",66,2016,7,-82.639702,27.927799
"696",67,1974,9.09090909090909,-82.592003,27.9002
"697",67,1975,12.3846153846154,-82.592003,27.9002
"698",67,1976,3,-82.592003,27.9002
"699",67,1977,8,-82.592003,27.9002
"700",67,1978,3,-82.592003,27.9002
"701",67,1979,7.5,-82.592003,27.9002
"702",67,1983,92,-82.592003,27.9002
"703",67,1984,13.75,-82.592003,27.9002
"704",67,1985,14,-82.592003,27.9002
"705",67,1986,3,-82.592003,27.9002
"706",67,1987,10,-82.592003,27.9002
"707",67,1988,7.5,-82.592003,27.9002
"708",67,1991,4,-82.592003,27.9002
"709",67,2002,8,-82.592003,27.9002
"710",67,2004,5,-82.592003,27.9002
"711",67,2005,14.5,-82.592003,27.9002
"712",67,2006,3,-82.592003,27.9002
"713",67,2008,4.25,-82.592003,27.9002
"714",67,2009,5.5,-82.592003,27.9002
"715",67,2010,8.33333333333333,-82.592003,27.9002
"716",67,2011,20,-82.592003,27.9002
"717",67,2012,10.6666666666667,-82.592003,27.9002
"718",67,2013,17.3333333333333,-82.592003,27.9002
"719",67,2015,14,-82.592003,27.9002
"720",67,2016,4.33333333333333,-82.592003,27.9002
"721",68,1974,7.33333333333333,-82.580803,27.8519
"722",68,1975,13,-82.580803,27.8519
"723",68,1976,3,-82.580803,27.8519
"724",68,1978,3,-82.580803,27.8519
"725",68,1979,31,-82.580803,27.8519
"726",68,1980,47,-82.580803,27.8519
"727",68,1982,21,-82.580803,27.8519
"728",68,1984,7,-82.580803,27.8519
"729",68,1986,5.5,-82.580803,27.8519
"730",68,1987,3,-82.580803,27.8519
"731",68,1989,9.5,-82.580803,27.8519
"732",68,1991,11.5,-82.580803,27.8519
"733",68,1994,8,-82.580803,27.8519
"734",68,2006,5,-82.580803,27.8519
"735",68,2007,11,-82.580803,27.8519
"736",68,2008,3.66666666666667,-82.580803,27.8519
"737",68,2010,7,-82.580803,27.8519
"738",68,2011,5,-82.580803,27.8519
"739",68,2012,8.5,-82.580803,27.8519
"740",68,2015,9,-82.580803,27.8519
"741",68,2016,20.5,-82.580803,27.8519
"742",70,1974,32.3333333333333,-82.463203,27.908899
"743",70,1975,38.1666666666667,-82.463203,27.908899
"744",70,1976,42,-82.463203,27.908899
"745",70,1978,30,-82.463203,27.908899
"746",70,1979,30.5,-82.463203,27.908899
"747",70,1980,19,-82.463203,27.908899
"748",70,1984,5,-82.463203,27.908899
"749",70,1986,13,-82.463203,27.908899
"750",70,1987,10,-82.463203,27.908899
"751",70,1988,14.6666666666667,-82.463203,27.908899
"752",70,1991,3,-82.463203,27.908899
"753",70,2005,6,-82.463203,27.908899
"754",70,2006,9,-82.463203,27.908899
"755",70,2007,25,-82.463203,27.908899
"756",70,2012,14.75,-82.463203,27.908899
"757",70,2014,6,-82.463203,27.908899
"758",71,1974,27.25,-82.413803,27.876499
"759",71,1975,31.4166666666667,-82.413803,27.876499
"760",71,1976,43,-82.413803,27.876499
"761",71,1977,22.5,-82.413803,27.876499
"762",71,1979,24,-82.413803,27.876499
"763",71,1981,27,-82.413803,27.876499
"764",71,1984,11,-82.413803,27.876499
"765",71,1985,18.6666666666667,-82.413803,27.876499
"766",71,1986,62,-82.413803,27.876499
"767",71,1987,28.5,-82.413803,27.876499
"768",71,1991,16,-82.413803,27.876499
"769",71,2004,5,-82.413803,27.876499
"770",71,2005,5,-82.413803,27.876499
"771",71,2006,6.5,-82.413803,27.876499
"772",71,2007,14,-82.413803,27.876499
"773",71,2008,6,-82.413803,27.876499
"774",71,2009,23,-82.413803,27.876499
"775",71,2010,2,-82.413803,27.876499
"776",71,2011,14,-82.413803,27.876499
"777",71,2014,6,-82.413803,27.876499
"778",71,2015,12,-82.413803,27.876499
"779",71,2016,11,-82.413803,27.876499
"780",73,1974,18.6666666666667,-82.413101,27.8281
"781",73,1975,21.25,-82.413101,27.8281
"782",73,1976,19.3333333333333,-82.413101,27.8281
"783",73,1977,15.6666666666667,-82.413101,27.8281
"784",73,1979,22,-82.413101,27.8281
"785",73,1980,21.5,-82.413101,27.8281
"786",73,1981,15,-82.413101,27.8281
"787",73,1982,7,-82.413101,27.8281
"788",73,1983,30.6666666666667,-82.413101,27.8281
"789",73,1985,19,-82.413101,27.8281
"790",73,1986,3,-82.413101,27.8281
"791",73,1988,12,-82.413101,27.8281
"792",73,1989,14,-82.413101,27.8281
"793",73,1991,4,-82.413101,27.8281
"794",73,2002,10,-82.413101,27.8281
"795",73,2004,4,-82.413101,27.8281
"796",73,2006,4.5,-82.413101,27.8281
"797",73,2007,7.5,-82.413101,27.8281
"798",73,2008,15,-82.413101,27.8281
"799",73,2009,52,-82.413101,27.8281
"800",73,2011,12.3333333333333,-82.413101,27.8281
"801",73,2012,13.5,-82.413101,27.8281
"802",73,2014,4,-82.413101,27.8281
"803",73,2015,4,-82.413101,27.8281
"804",80,1974,11.75,-82.445999,27.809601
"805",80,1975,16.7272727272727,-82.445999,27.809601
"806",80,1976,14,-82.445999,27.809601
"807",80,1977,15,-82.445999,27.809601
"808",80,1978,21,-82.445999,27.809601
"809",80,1979,24,-82.445999,27.809601
"810",80,1980,11.5,-82.445999,27.809601
"811",80,1982,13,-82.445999,27.809601
"812",80,1984,11,-82.445999,27.809601
"813",80,1985,18.5,-82.445999,27.809601
"814",80,1986,12,-82.445999,27.809601
"815",80,1988,8.5,-82.445999,27.809601
"816",80,1989,11.5,-82.445999,27.809601
"817",80,2002,7,-82.445999,27.809601
"818",80,2005,4,-82.445999,27.809601
"819",80,2006,4,-82.445999,27.809601
"820",80,2007,4,-82.445999,27.809601
"821",80,2008,5,-82.445999,27.809601
"822",80,2010,5,-82.445999,27.809601
"823",80,2013,5.33333333333333,-82.445999,27.809601
"824",80,2015,3,-82.445999,27.809601
"825",81,1974,9.5,-82.474098,27.7813
"826",81,1975,14.1666666666667,-82.474098,27.7813
"827",81,1977,17,-82.474098,27.7813
"828",81,1978,17,-82.474098,27.7813
"829",81,1979,16,-82.474098,27.7813
"830",81,1981,20,-82.474098,27.7813
"831",81,1982,13,-82.474098,27.7813
"832",81,1984,14,-82.474098,27.7813
"833",81,1985,26.5,-82.474098,27.7813
"834",81,1986,9,-82.474098,27.7813
"835",81,1988,2.5,-82.474098,27.7813
"836",81,1991,17,-82.474098,27.7813
"837",81,2004,5,-82.474098,27.7813
"838",81,2005,7,-82.474098,27.7813
"839",81,2007,4.5,-82.474098,27.7813
"840",81,2008,6,-82.474098,27.7813
"841",81,2011,6.33333333333333,-82.474098,27.7813
"842",81,2013,8,-82.474098,27.7813
"843",81,2016,5.5,-82.474098,27.7813
"844",82,1974,11.6,-82.5718,27.751101
"845",82,1975,11.7272727272727,-82.5718,27.751101
"846",82,1976,4,-82.5718,27.751101
"847",82,1977,19,-82.5718,27.751101
"848",82,1978,3,-82.5718,27.751101
"849",82,1979,15,-82.5718,27.751101
"850",82,1981,6,-82.5718,27.751101
"851",82,1982,4,-82.5718,27.751101
"852",82,1983,16.5,-82.5718,27.751101
"853",82,1984,7.66666666666667,-82.5718,27.751101
"854",82,1986,6,-82.5718,27.751101
"855",82,1987,7,-82.5718,27.751101
"856",82,1988,8,-82.5718,27.751101
"857",82,1989,7,-82.5718,27.751101
"858",82,1991,3,-82.5718,27.751101
"859",82,2002,6,-82.5718,27.751101
"860",82,2004,3,-82.5718,27.751101
"861",82,2005,9,-82.5718,27.751101
"862",82,2006,2.33333333333333,-82.5718,27.751101
"863",82,2008,5,-82.5718,27.751101
"864",82,2009,1,-82.5718,27.751101
"865",82,2010,6.5,-82.5718,27.751101
"866",82,2011,4,-82.5718,27.751101
"867",82,2016,3.5,-82.5718,27.751101
"868",84,1974,7.8,-82.498703,27.729
"869",84,1975,11.6363636363636,-82.498703,27.729
"870",84,1976,6,-82.498703,27.729
"871",84,1977,15.6666666666667,-82.498703,27.729
"872",84,1978,28,-82.498703,27.729
"873",84,1979,6,-82.498703,27.729
"874",84,1980,14.5,-82.498703,27.729
"875",84,1981,24.3333333333333,-82.498703,27.729
"876",84,1982,9,-82.498703,27.729
"877",84,1983,20,-82.498703,27.729
"878",84,1985,13,-82.498703,27.729
"879",84,1986,13,-82.498703,27.729
"880",84,1987,4,-82.498703,27.729
"881",84,1988,6.25,-82.498703,27.729
"882",84,1989,3,-82.498703,27.729
"883",84,1994,6.5,-82.498703,27.729
"884",84,2005,5,-82.498703,27.729
"885",84,2007,2,-82.498703,27.729
"886",84,2008,4.5,-82.498703,27.729
"887",84,2009,5.5,-82.498703,27.729
"888",84,2013,9,-82.498703,27.729
"889",84,2014,5,-82.498703,27.729
"890",84,2015,3,-82.498703,27.729
"891",90,1974,4,-82.591499,27.625999
"892",90,1975,4.45454545454545,-82.591499,27.625999
"893",90,1976,5.5,-82.591499,27.625999
"894",90,1977,4.66666666666667,-82.591499,27.625999
"895",90,1978,7,-82.591499,27.625999
"896",90,1979,5.5,-82.591499,27.625999
"897",90,1980,5.5,-82.591499,27.625999
"898",90,1981,3,-82.591499,27.625999
"899",90,1982,6,-82.591499,27.625999
"900",90,1983,8,-82.591499,27.625999
"901",90,1984,8,-82.591499,27.625999
"902",90,1985,3.5,-82.591499,27.625999
"903",90,1986,7,-82.591499,27.625999
"904",90,1987,4,-82.591499,27.625999
"905",90,1988,3.5,-82.591499,27.625999
"906",90,1989,7,-82.591499,27.625999
"907",90,2002,3.5,-82.591499,27.625999
"908",90,2007,3,-82.591499,27.625999
"909",90,2008,6,-82.591499,27.625999
"910",90,2010,3,-82.591499,27.625999
"911",90,2013,6,-82.591499,27.625999
"912",91,1974,5.4,-82.641502,27.627899
"913",91,1975,5.18181818181818,-82.641502,27.627899
"914",91,1976,6,-82.641502,27.627899
"915",91,1978,6,-82.641502,27.627899
"916",91,1979,3.5,-82.641502,27.627899
"917",91,1980,4,-82.641502,27.627899
"918",91,1981,7,-82.641502,27.627899
"919",91,1985,2.5,-82.641502,27.627899
"920",91,1987,2.66666666666667,-82.641502,27.627899
"921",91,1988,1,-82.641502,27.627899
"922",91,1991,4,-82.641502,27.627899
"923",91,2002,5,-82.641502,27.627899
"924",91,2004,6.5,-82.641502,27.627899
"925",91,2005,3.5,-82.641502,27.627899
"926",91,2006,2.5,-82.641502,27.627899
"927",91,2012,5,-82.641502,27.627899
"928",91,2013,4.33333333333333,-82.641502,27.627899
"929",91,2016,4,-82.641502,27.627899
"930",92,1974,3.55555555555556,-82.686798,27.5737
"931",92,1975,5.77777777777778,-82.686798,27.5737
"932",92,1978,1,-82.686798,27.5737
"933",92,1979,9,-82.686798,27.5737
"934",92,1980,4,-82.686798,27.5737
"935",92,1981,8.5,-82.686798,27.5737
"936",92,1982,2,-82.686798,27.5737
"937",92,1983,13,-82.686798,27.5737
"938",92,1984,4,-82.686798,27.5737
"939",92,1985,2,-82.686798,27.5737
"940",92,1986,3,-82.686798,27.5737
"941",92,1989,3,-82.686798,27.5737
"942",92,1992,3,-82.686798,27.5737
"943",92,1995,3,-82.686798,27.5737
"944",92,2002,2.5,-82.686798,27.5737
"945",92,2004,4,-82.686798,27.5737
"946",92,2006,3,-82.686798,27.5737
"947",92,2008,2,-82.686798,27.5737
"948",92,2010,4,-82.686798,27.5737
"949",92,2016,3.5,-82.686798,27.5737
"950",93,1974,3.88888888888889,-82.744102,27.578899
"951",93,1975,4.75,-82.744102,27.578899
"952",93,1976,4,-82.744102,27.578899
"953",93,1977,5,-82.744102,27.578899
"954",93,1978,2,-82.744102,27.578899
"955",93,1979,4,-82.744102,27.578899
"956",93,1980,2.5,-82.744102,27.578899
"957",93,1981,4,-82.744102,27.578899
"958",93,1982,2,-82.744102,27.578899
"959",93,1983,6,-82.744102,27.578899
"960",93,1987,2,-82.744102,27.578899
"961",93,1988,2,-82.744102,27.578899
"962",93,1989,2,-82.744102,27.578899
"963",93,2007,4,-82.744102,27.578899
"964",93,2009,5,-82.744102,27.578899
"965",93,2012,5,-82.744102,27.578899
"966",93,2015,3.5,-82.744102,27.578899
"967",93,2016,3,-82.744102,27.578899
"968",95,1974,5.44444444444444,-82.694702,27.6112
"969",95,1975,5.4,-82.694702,27.6112
"970",95,1978,4.33333333333333,-82.694702,27.6112
"971",95,1981,6,-82.694702,27.6112
"972",95,1984,4,-82.694702,27.6112
"973",95,1985,4.5,-82.694702,27.6112
"974",95,1986,4,-82.694702,27.6112
"975",95,1987,2.33333333333333,-82.694702,27.6112
"976",95,1988,2,-82.694702,27.6112
"977",95,1989,2.33333333333333,-82.694702,27.6112
"978",95,2002,2,-82.694702,27.6112
"979",95,2005,11,-82.694702,27.6112
"980",95,2007,2,-82.694702,27.6112
"981",95,2008,3,-82.694702,27.6112
"982",95,2009,3,-82.694702,27.6112
"983",95,2010,3,-82.694702,27.6112
"984",95,2012,5,-82.694702,27.6112
"985",95,2015,5,-82.694702,27.6112
"986",95,2016,3,-82.694702,27.6112
